sample	qcpass	fittype	calib_slope	calib_slope_deg	calib_span	calib_linfit_rsquare	calib_linfit_logpval	coef_a	coef_b	coef_c	ci_a	ci_b	ci_c	rsquare	adjrsquare	rmse	f	f_logpval	truncated_genes	median	iqr	iqr_raw	q1	q25	q75	q99
LJP009_A375_24H_X1_B20:P06	1	power	1.60483	58.0722	5.43332	0.980233	8.25195	0.030099	2.38495	1.44324	-0.04,0.10	1.57,3.20	-0.72,3.60	0.99379	0.992237	0.250348	640.075	8.8275	2	8.41796	8.37019	1.83649	18.2539	110.513	925.015	11152.3
LJP009_A375_24H_X1_B20:P07	1	power	1.64393	58.6879	5.37156	0.979456	8.17649	0.0500875	2.19561	0.672983	-0.09,0.19	1.15,3.25	-2.75,4.10	0.989691	0.987114	0.322539	384.025	7.9472	1	8.70387	7.99396	1.74232	17.2998	134.438	1074.69	10246.4
LJP009_A375_24H_X1_B20:P08	1	power	1.63385	58.5313	5.51491	0.982094	8.44549	0.151217	1.80298	-0.433861	-0.31,0.61	0.72,2.88	-5.44,4.58	0.987448	0.98431	0.355913	314.667	7.60511	1	8.76251	8.3182	1.81955	16.2561	134.106	1115.52	8211.6
LJP009_A375_24H_X1_B20:P09	1	power	1.63086	58.4844	5.48153	0.979085	8.14143	0.0578563	2.14583	0.66917	-0.11,0.22	1.10,3.19	-2.81,4.15	0.989186	0.986482	0.330358	365.876	7.86398	1	8.62454	8.32496	1.79795	16.9276	127.72	1063.27	9708.5
LJP009_A375_24H_X1_B20:P10	1	power	1.70423	59.5967	5.27658	0.976612	7.92253	0.102114	1.95471	-0.308392	-0.27,0.48	0.63,3.28	-5.87,5.25	0.98323	0.979037	0.411392	234.514	7.10182	2	8.72246	8.03686	1.70644	16.9715	134.77	1083.13	14126.2
LJP009_A375_24H_X1_B20:P11	1	power	1.67354	59.1401	5.29511	0.983588	8.61601	0.0740499	2.06622	0.28618	-0.12,0.27	1.10,3.03	-3.25,3.82	0.991513	0.989391	0.292665	467.285	8.28489	1	8.60742	7.74952	1.7101	17.2056	127.725	989.804	10483.9
LJP009_A375_24H_X1_B20:P12	1	power	1.68251	59.2749	5.38883	0.969756	7.41889	0.060953	2.1411	0.453725	-0.18,0.30	0.72,3.56	-4.45,5.36	0.979861	0.974826	0.450818	194.62	6.78385	1	8.71482	8.04211	1.71344	16.4569	129.609	1042.33	14605.5
LJP009_A375_24H_X1_B20:P13	1	power	1.96663	63.0474	4.70564	0.954308	6.60964	0.0144698	2.7295	0.802777	-0.06,0.09	0.83,4.63	-4.09,5.69	0.972733	0.965916	0.524572	142.695	6.25742	5	8.4908	10.2045	1.61045	12.0328	109.387	1116.24	28790.8
LJP009_A375_24H_X1_B20:P14	1	power	1.68003	59.2378	5.36017	0.969884	7.42718	0.0241353	2.47596	1.23572	-0.06,0.11	1.23,3.72	-2.06,4.53	0.985697	0.982121	0.37993	275.652	7.37823	2	8.61321	8.03076	1.69424	16.7641	123.124	988.783	14020.4
LJP009_A375_24H_X1_B20:P15	1	power	1.6601	58.9364	5.37344	0.974239	7.73325	0.0268085	2.43828	1.30483	-0.05,0.10	1.37,3.51	-1.54,4.15	0.989303	0.986629	0.328552	369.952	7.88302	1	8.50543	7.84274	1.69683	17.1759	125.069	980.881	14628.2
LJP009_A375_24H_X1_B20:P16	1	power	1.78428	60.7315	5.17555	0.953945	6.59411	0.0339642	2.36999	0.517065	-0.14,0.21	0.48,4.26	-5.30,6.34	0.967574	0.959468	0.572043	119.358	5.95643	2	8.70139	8.95104	1.67046	14.9614	130.119	1164.7	14935
LJP009_A375_24H_X1_B20:P17	1	power	1.75254	60.2909	5.21053	0.975687	7.8466	0.118939	1.90677	-0.780032	-0.34,0.57	0.54,3.27	-7.04,5.48	0.981952	0.97744	0.426772	217.632	6.97429	1	8.52393	8.84407	1.75952	13.3222	115.176	1018.63	8425.58
LJP009_A375_24H_X1_B20:P18	1	power	1.67922	59.2256	5.33914	0.975566	7.83684	0.0382864	2.30357	0.829823	-0.08,0.16	1.17,3.43	-2.60,4.26	0.988038	0.985047	0.347448	330.385	7.68875	2	8.68816	9.07104	1.80717	16.6825	121.257	1099.93	10028.5
LJP009_A375_24H_X1_B20:P19	1	power	2.03091	63.7848	4.48641	0.9688	7.3579	0.0476353	2.29425	-0.526318	-0.18,0.27	0.57,4.02	-6.93,5.87	0.978518	0.973147	0.465608	182.202	6.6717	5	8.47399	10.755	1.63567	10.2913	110.748	1191.09	29575
LJP009_A375_24H_X1_B20:P20	1	power	1.78895	60.7954	5.08738	0.970738	7.48358	0.0413097	2.29047	0.233325	-0.12,0.20	0.87,3.72	-4.53,5.00	0.982308	0.977885	0.422545	222.089	7.00888	2	8.48031	9.68816	1.78221	13.4456	102.49	992.937	12374.5
LJP009_A375_24H_X1_B20:P21	1	power	1.76536	60.4703	5.00737	0.986379	8.9809	0.0976683	1.97618	-0.630147	-0.17,0.37	0.99,2.96	-4.90,3.64	0.992161	0.990201	0.281265	506.263	8.42294	1	8.62688	8.62442	1.71298	16.3495	128.015	1104.05	10747
LJP009_A375_24H_X1_B20:P22	1	power	1.8936	62.1617	4.87706	0.966473	7.21691	0.14793	1.85688	-1.67145	-0.59,0.88	0.09,3.63	-10.92,7.58	0.971746	0.964683	0.533974	137.574	6.1957	3	8.4454	8.7391	1.63349	10.8807	108.717	950.092	15416.3
LJP009_A375_24H_X1_B20:P23	1	power	1.97843	63.1856	4.69046	0.961482	6.94478	0.0351263	2.38513	-0.262264	-0.14,0.21	0.51,4.26	-6.70,6.18	0.973364	0.966706	0.518458	146.175	6.29815	4	8.4484	9.60668	1.59774	11.6334	109.956	1056.31	23236.6
LJP009_A375_24H_X1_B20:P24	1	power	2.00777	63.5237	4.59652	0.953802	6.58805	0.00951727	2.86743	0.736609	-0.04,0.06	0.89,4.85	-4.20,5.67	0.973366	0.966707	0.518444	146.183	6.29824	4	8.38597	11.7832	1.69047	11.5767	96.7553	1140.09	24485.4
